algo,tag,seed,train_seconds,time_per_100k_steps,test_total_reward,test_cumulative_return,test_max_drawdown,test_cvar,best_config_path,source_file
sg_sarsa,with_cvar,11,86.61958891700488,11.045599198801948,-0.1354761563102288,0.0139226429299108,-0.0416143526679295,0.0040793144588843,runs/tuning_successive_xlf_sg_ctrl_lrn_e200/sg_sarsa/20260227_151943/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_e200_eval/20260227_163801/suite_summary.csv
sg_sarsa,with_cvar,22,94.2489348340314,12.018481871210328,-0.1155942442626303,0.0331455946439733,-0.0456093580085846,0.0001648020187895,runs/tuning_successive_xlf_sg_ctrl_lrn_e200/sg_sarsa/20260227_151943/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_e200_eval/20260227_163801/suite_summary.csv
sg_sarsa,with_cvar,33,108.31987416697666,13.812786810377029,-0.0848954492379577,0.0664952514440295,-0.0306881266937055,0.0001096330813795,runs/tuning_successive_xlf_sg_ctrl_lrn_e200/sg_sarsa/20260227_151943/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_e200_eval/20260227_163801/suite_summary.csv
sg_sarsa,with_cvar,44,107.76127104100306,13.741554583142449,-0.1446178592698965,0.0046161313441452,-0.0360106458697682,0.0001121200775442,runs/tuning_successive_xlf_sg_ctrl_lrn_e200/sg_sarsa/20260227_151943/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_e200_eval/20260227_163801/suite_summary.csv
sg_sarsa,with_cvar,55,85.48102983401623,10.900411863557284,-0.0978595480452144,0.052546622134409,-0.0270612307094908,0.0001337773455199,runs/tuning_successive_xlf_sg_ctrl_lrn_e200/sg_sarsa/20260227_151943/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_e200_eval/20260227_163801/suite_summary.csv
sg_sarsa,with_cvar,11,49.78641658305423,6.348688674197173,-0.0950424598914675,0.0627906373977835,-0.029593609974273,8.250412407977446e-05,runs/tuning_successive_xlf_sg_ctrl_final/sg_sarsa/20260228_143316/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_final_eval/20260228_150644/suite_summary.csv
sg_sarsa,with_cvar,22,47.998129292041995,6.120648978837286,-0.1074856704855664,0.0569975913675135,-0.0204619404065514,0.0001218600506334,runs/tuning_successive_xlf_sg_ctrl_final/sg_sarsa/20260228_143316/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_final_eval/20260228_150644/suite_summary.csv
sg_sarsa,with_cvar,33,48.05457287502941,6.12784657932025,-0.1227005839984651,0.0243417941977672,-0.0099477077643207,4.9168609387862106e-05,runs/tuning_successive_xlf_sg_ctrl_final/sg_sarsa/20260228_143316/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_final_eval/20260228_150644/suite_summary.csv
sg_sarsa,with_cvar,44,49.3829991670209,6.297245494391851,0.8026519878435358,1.0861805339158184,-0.2580533772781126,0.0265811799125114,runs/tuning_successive_xlf_sg_ctrl_final/sg_sarsa/20260228_143316/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_final_eval/20260228_150644/suite_summary.csv
sg_sarsa,with_cvar,55,47.25927891698666,6.026431894540507,-0.010793683566294,0.1671426289728568,-0.065180181322646,0.0064595420413833,runs/tuning_successive_xlf_sg_ctrl_final/sg_sarsa/20260228_143316/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_final_eval/20260228_150644/suite_summary.csv
nstep_sarsa,with_cvar,11,30.369457292021252,6.454445569162045,0.2706266489041273,0.5068640231642425,-0.0829630685598495,0.0108886336117085,runs/tuning_successive_xlf_v2/nstep_sarsa/20260226_234022/best_config.yaml,runs/tuned_best_xlf_v2_eval_ns/20260226_235914/suite_summary.csv
nstep_sarsa,with_cvar,22,36.27622179203899,7.709815053991115,0.7518977567431113,0.9591884834765414,-0.2580534266143588,0.026469638626124,runs/tuning_successive_xlf_v2/nstep_sarsa/20260226_234022/best_config.yaml,runs/tuned_best_xlf_v2_eval_ns/20260226_235914/suite_summary.csv
nstep_sarsa,with_cvar,33,34.65172424999764,7.364559264217811,0.7866783381696725,1.0214525013543572,-0.2580534266143583,0.0265811959270714,runs/tuning_successive_xlf_v2/nstep_sarsa/20260226_234022/best_config.yaml,runs/tuned_best_xlf_v2_eval_ns/20260226_235914/suite_summary.csv
nstep_sarsa,with_cvar,44,32.28003412496764,6.860502024349155,0.0781692356458233,0.2593572746377472,-0.0963183979723879,0.0125825067007397,runs/tuning_successive_xlf_v2/nstep_sarsa/20260226_234022/best_config.yaml,runs/tuned_best_xlf_v2_eval_ns/20260226_235914/suite_summary.csv
nstep_sarsa,with_cvar,55,31.947167541016825,6.789757617320587,0.7174878640988618,0.9047126497218188,-0.2580534266143582,0.026174484443008,runs/tuning_successive_xlf_v2/nstep_sarsa/20260226_234022/best_config.yaml,runs/tuned_best_xlf_v2_eval_ns/20260226_235914/suite_summary.csv
q_learning,with_cvar,11,32.39112474996364,6.88411220563709,0.6778923043654129,1.0099713310896037,-0.1971130248453458,0.0223419333656125,runs/tuning_successive_xlf_sync_r1/q_learning/20260227_014910/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_q/20260227_022313/suite_summary.csv
q_learning,with_cvar,22,32.53883362497436,6.915504893516611,0.4106199371444744,0.7238438828676133,-0.2824417717903726,0.0257606602654519,runs/tuning_successive_xlf_sync_r1/q_learning/20260227_014910/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_q/20260227_022313/suite_summary.csv
q_learning,with_cvar,33,32.61339424998732,6.931351324064296,0.651384455469723,1.0279722546151278,-0.2511810107243851,0.0263494319010396,runs/tuning_successive_xlf_sync_r1/q_learning/20260227_014910/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_q/20260227_022313/suite_summary.csv
q_learning,with_cvar,44,32.60721408302197,6.930037848130148,0.6061610512525375,0.9338471934723906,-0.2580532547321367,0.0264311851970266,runs/tuning_successive_xlf_sync_r1/q_learning/20260227_014910/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_q/20260227_022313/suite_summary.csv
q_learning,with_cvar,55,32.220720208017156,6.847895989122068,0.6027530317123174,0.9329206055548818,-0.2540351316503905,0.026551963497019,runs/tuning_successive_xlf_sync_r1/q_learning/20260227_014910/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_q/20260227_022313/suite_summary.csv
sg_sarsa,with_cvar,11,54.16198058304144,11.51108998194369,-0.0854649722552001,0.0639368816595313,-0.0217748296208957,9.690549541310816e-05,runs/tuning_successive_xlf_sg_ctrl_lrn/sg_sarsa/20260227_144540/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_eval/20260227_151439/suite_summary.csv
sg_sarsa,with_cvar,22,56.59386254195124,12.027939841441649,0.3435536222195797,0.4698351043075561,-0.1358513531833083,0.013306117773982,runs/tuning_successive_xlf_sg_ctrl_lrn/sg_sarsa/20260227_144540/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_eval/20260227_151439/suite_summary.csv
sg_sarsa,with_cvar,33,54.72722649999196,11.631222158461268,-0.1393274520927618,0.0078105982185825,-0.0432954664269035,0.0040558255794311,runs/tuning_successive_xlf_sg_ctrl_lrn/sg_sarsa/20260227_144540/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_eval/20260227_151439/suite_summary.csv
sg_sarsa,with_cvar,44,53.98702862497885,11.473907299366411,0.8321056161167966,1.142827121798514,-0.2580532547321361,0.0266122355479641,runs/tuning_successive_xlf_sg_ctrl_lrn/sg_sarsa/20260227_144540/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_eval/20260227_151439/suite_summary.csv
sg_sarsa,with_cvar,55,55.65866449999157,11.829181437556654,-0.1110529818969262,0.0460903998885298,-0.0330593680525995,0.003236731098634,runs/tuning_successive_xlf_sg_ctrl_lrn/sg_sarsa/20260227_144540/best_config.yaml,runs/tuned_best_xlf_sg_ctrl_lrn_eval/20260227_151439/suite_summary.csv
sg_sarsa,with_cvar,11,28.912183874985203,6.144730059292953,0.5797633117627612,0.938934045196334,-0.2339453293502117,0.0237458316580914,runs/tuning_successive_xlf_sync_r1/sg_sarsa/20260227_020744/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_sg/20260227_022313/suite_summary.csv
sg_sarsa,with_cvar,22,28.940696667006705,6.150789906275334,0.2242099547800708,0.4915700724831116,-0.1374930004004941,0.0138640433843526,runs/tuning_successive_xlf_sync_r1/sg_sarsa/20260227_020744/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_sg/20260227_022313/suite_summary.csv
sg_sarsa,with_cvar,33,29.128325292025693,6.1906667712372885,0.3225933224074503,0.5623035111002113,-0.2297286432909363,0.0221739914316538,runs/tuning_successive_xlf_sync_r1/sg_sarsa/20260227_020744/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_sg/20260227_022313/suite_summary.csv
sg_sarsa,with_cvar,44,29.150241624971382,6.19532466738319,-0.0568681504863328,0.0584492623554697,-0.0711057318489333,0.0060951340080924,runs/tuning_successive_xlf_sync_r1/sg_sarsa/20260227_020744/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_sg/20260227_022313/suite_summary.csv
sg_sarsa,with_cvar,55,29.361124874965753,6.240143856789457,-0.2269296136617618,-0.0708238107006699,-0.1430288399979865,0.0076675805007956,runs/tuning_successive_xlf_sync_r1/sg_sarsa/20260227_020744/best_config.yaml,runs/tuned_best_xlf_sync_r1_eval_sg/20260227_022313/suite_summary.csv
q_learning,with_cvar,11,34.97226825001417,7.432684742415661,0.1265107913766752,0.3021225803048699,-0.0799073632261667,0.0082906644352526,,runs_xlf_baseline/suite_summary.csv
q_learning,with_cvar,22,34.538013125013094,7.340392145926441,0.3507366134585937,0.5469577087550523,-0.1871200970228657,0.0183916413103665,,runs_xlf_baseline/suite_summary.csv
q_learning,with_cvar,33,34.52488554100273,7.337602129771897,0.1584797515328281,0.3468674694621978,-0.0425827911345153,0.0088681689499597,,runs_xlf_baseline/suite_summary.csv
q_learning,with_cvar,44,34.49253312498331,7.330726244364387,0.073759788268102,0.2266892423514015,-0.0381736044418511,0.0003336533006328,,runs_xlf_baseline/suite_summary.csv
q_learning,with_cvar,55,34.354866249952465,7.301467790944585,-0.0415996650353464,0.1063594752911771,-0.0407177688172577,0.0001385537097871,,runs_xlf_baseline/suite_summary.csv
q_learning,no_cvar,11,34.50451920798514,7.333273656377018,0.15188707177865,0.3172861833782807,-0.1148633733926726,0.0131810369789844,,runs_xlf_baseline/suite_summary.csv
q_learning,no_cvar,22,34.37721674999921,7.306217960979174,0.4726842055692301,0.6803515699308313,-0.1548737893664208,0.0198576176053322,,runs_xlf_baseline/suite_summary.csv
q_learning,no_cvar,33,34.681833249982446,7.370958354582685,0.1541398174219945,0.3194420360112964,-0.1187116282943594,0.0156451850041262,,runs_xlf_baseline/suite_summary.csv
q_learning,no_cvar,44,34.809182124969084,7.398023915023609,0.0467144414705895,0.1958557698324627,-0.1101504478085585,0.0124564770617827,,runs_xlf_baseline/suite_summary.csv
q_learning,no_cvar,55,34.48657391598681,7.329459728807874,-0.0477434027429668,0.099423803373716,-0.0321772911621361,0.0001295429271549,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,with_cvar,11,28.21424304199172,5.996396123861201,0.1536900244498624,0.2808627679817119,-0.0568341180817811,0.007075407886815,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,with_cvar,22,29.082035167026337,6.180828693153603,-0.1487898072471505,0.0,0.0,0.0,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,with_cvar,33,28.222075333993416,5.998060727279056,-0.1290006111446716,0.0366202262161519,-0.0734797706277113,0.0037774596053828,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,with_cvar,44,28.14370370801771,5.981404341583294,-0.0522326239588365,0.1949430581583477,-0.1041739112157325,0.0093820967776466,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,with_cvar,55,28.313927625014912,6.01758216973028,0.8321054351812978,1.1428270807941532,-0.2580533279418687,0.0266122172564627,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,no_cvar,11,28.075077999965288,5.966819263785872,-0.1313313752842808,0.058270781433436,-0.0796127988332935,0.0077504819173676,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,no_cvar,22,28.106266458984464,5.973447772461205,0.8391313560744402,1.115593165717755,-0.2580533279418681,0.0266122172564627,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,no_cvar,33,28.12021195801208,5.976411620762577,0.646337400922599,0.872513736964992,-0.264340667152205,0.0263075603669545,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,no_cvar,44,28.061435499985237,5.96391981211962,0.4960098962718463,0.8058609822470517,-0.2420799507365167,0.0241152007285933,,runs_xlf_baseline/suite_summary.csv
sg_sarsa,no_cvar,55,28.211769666988403,5.995870455451076,0.8119324680742064,1.098534742549834,-0.2622762763074991,0.0265720096576038,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,with_cvar,11,28.492613499984145,6.055558424718215,0.2088854720889764,0.4001579948371216,-0.0987572257769101,0.0107603469939018,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,with_cvar,22,28.70808183401823,6.101352085781312,0.6657002521181299,0.8777577467328681,-0.2045592473424459,0.0239340970976531,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,with_cvar,33,28.48497795802541,6.053935636747728,0.40748870127488,0.589656520912524,-0.1178723069519311,0.0147674676671452,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,with_cvar,44,28.606652832997497,6.079795297330081,0.7275874895644571,0.9850923016473336,-0.2045592473424466,0.0240315436799984,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,with_cvar,55,28.52925854199566,6.063346625434765,0.4868727225074755,0.6809973340725959,-0.1724964498090078,0.0198372392950804,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,no_cvar,11,28.80473750003148,6.121894393443739,0.657700369357126,0.8198916542725045,-0.2290720196742892,0.0250441017284722,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,no_cvar,22,29.3429375840351,6.236278496989522,0.7262460929915302,0.9508345333835122,-0.2045592473424469,0.0240315436799984,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,no_cvar,33,28.600465416966472,6.078480280746083,0.7172341424423242,0.9009183918144924,-0.2580533279418687,0.0261744518172391,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,no_cvar,44,28.573471250012517,6.0727431883899765,0.666176923990133,0.8152564038589729,-0.258053327941867,0.0261127946779816,,runs_xlf_baseline/suite_summary.csv
nstep_sarsa,no_cvar,55,28.69884666701546,6.099389328193373,0.7668329397907139,0.9862818688696172,-0.2580533279418674,0.0263933893556411,,runs_xlf_baseline/suite_summary.csv
